Info 0    [18:53:49.737] Starting TS Server
Info 303  [18:58:40.939] Different program with same set of files
Info 304  [18:58:40.941] getCompletionData: Get current token: 0.014666999690234661
Info 305  [18:58:40.941] getCompletionData: Is inside comment: 0.06195000000298023
Info 306  [18:58:40.941] getCompletionData: Get previous token: 0.049167999997735023
Info 307  [18:58:40.941] getCompletionsAtPosition: isCompletionListBlocker: 0.006145999766886234
Info 308  [18:58:40.943] getCompletionData: Semantic work: 1.3274210002273321
Info 309  [18:58:40.944] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.050706000067293644
Info 310  [18:58:41.466] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 311  [18:58:41.500] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 66 structureChanged: false structureIsReused:: Completely Elapsed: 33.33281799964607ms
Info 312  [18:58:41.500] Different program with same set of files
Info 313  [18:58:41.543] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 314  [18:58:41.571] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 67 structureChanged: false structureIsReused:: Completely Elapsed: 27.467889999970794ms
Info 315  [18:58:41.571] Different program with same set of files
Info 316  [18:58:41.728] getCompletionData: Get current token: 0.01550500001758337
Info 317  [18:58:41.729] getCompletionData: Is inside comment: 0.07396299950778484
Info 318  [18:58:41.729] getCompletionData: Get previous token: 0.11468099988996983
Info 319  [18:58:41.730] getCompletionsAtPosition: isCompletionListBlocker: 0.025213000364601612
Info 320  [18:58:41.734] getExportInfoMap: cache hit
Info 321  [18:58:41.741] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 322  [18:58:41.741] collectAutoImports: response is complete
Info 323  [18:58:41.742] collectAutoImports: 7.255905999802053
Info 324  [18:58:41.742] getCompletionData: Semantic work: 12.0090870000422
Info 325  [18:58:41.760] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 17.478430000133812
Info 326  [18:58:41.767] getCompletionData: Get current token: 0.0192069998010993
Info 327  [18:58:41.767] getCompletionData: Is inside comment: 0.025980999693274498
Info 328  [18:58:41.767] getCompletionData: Get previous token: 0.045187000185251236
Info 329  [18:58:41.767] getCompletionsAtPosition: isCompletionListBlocker: 0.027168999426066875
Info 330  [18:58:41.772] getExportInfoMap: cache hit
Info 331  [18:58:41.779] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 332  [18:58:41.779] collectAutoImports: response is complete
Info 333  [18:58:41.779] collectAutoImports: 6.479539999738336
Info 334  [18:58:41.779] getCompletionData: Semantic work: 11.973327999934554
Info 335  [18:58:41.791] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.441969000734389
Info 336  [18:58:41.794] getCompletionData: Get current token: 0.01285099983215332
Info 337  [18:58:41.794] getCompletionData: Is inside comment: 0.06055299937725067
Info 338  [18:58:41.795] getCompletionData: Get previous token: 0.06627999991178513
Info 339  [18:58:41.795] getCompletionsAtPosition: isCompletionListBlocker: 0.019555999897420406
Info 340  [18:58:41.799] getExportInfoMap: cache hit
Info 341  [18:58:41.804] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 342  [18:58:41.804] collectAutoImports: response is complete
Info 343  [18:58:41.804] collectAutoImports: 5.023889000527561
Info 344  [18:58:41.804] getCompletionData: Semantic work: 9.268899000249803
Info 345  [18:58:41.813] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.426670999266207
Info 346  [18:58:41.816] getCompletionData: Get current token: 0.01752999983727932
Info 347  [18:58:41.816] getCompletionData: Is inside comment: 0.09065499994903803
Info 348  [18:58:41.817] getCompletionData: Get previous token: 0.07060999982059002
Info 349  [18:58:41.817] getCompletionsAtPosition: isCompletionListBlocker: 0.019067000597715378
Info 350  [18:58:41.819] getExportInfoMap: cache hit
Info 351  [18:58:41.824] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 352  [18:58:41.824] collectAutoImports: response is complete
Info 353  [18:58:41.825] collectAutoImports: 4.428555000573397
Info 354  [18:58:41.825] getCompletionData: Semantic work: 7.806122999638319
Info 355  [18:58:41.836] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.479682999663055
Info 356  [18:58:41.840] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 357  [18:58:41.872] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 68 structureChanged: false structureIsReused:: Completely Elapsed: 32.120707999914885ms
Info 358  [18:58:41.872] Different program with same set of files
Info 359  [18:58:41.959] getCompletionData: Get current token: 0.01822800002992153
Info 360  [18:58:41.960] getCompletionData: Is inside comment: 0.09589400049299002
Info 361  [18:58:41.961] getCompletionData: Get previous token: 0.24326100014150143
Info 362  [18:58:41.961] getCompletionsAtPosition: isCompletionListBlocker: 0.045886000618338585
Info 363  [18:58:41.965] getExportInfoMap: cache hit
Info 364  [18:58:41.969] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 365  [18:58:41.970] collectAutoImports: response is complete
Info 366  [18:58:41.970] collectAutoImports: 4.564048000611365
Info 367  [18:58:41.970] getCompletionData: Semantic work: 8.115174999460578
Info 368  [18:58:41.979] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.576900999993086
Info 369  [18:58:42.107] getCompletionData: Get current token: 0.027237999252974987
Info 370  [18:58:42.107] getCompletionData: Is inside comment: 0.09442699979990721
Info 371  [18:58:42.108] getCompletionData: Get previous token: 0.07598800025880337
Info 372  [18:58:42.108] getCompletionsAtPosition: isCompletionListBlocker: 0.021859999746084213
Info 373  [18:58:42.111] getExportInfoMap: cache hit
Info 374  [18:58:42.115] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 375  [18:58:42.115] collectAutoImports: response is complete
Info 376  [18:58:42.116] collectAutoImports: 4.493997000157833
Info 377  [18:58:42.116] getCompletionData: Semantic work: 7.50545300077647
Info 378  [18:58:42.126] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.199895000085235
Info 379  [18:58:42.129] getCompletionData: Get current token: 0.016342999413609505
Info 380  [18:58:42.130] getCompletionData: Is inside comment: 0.13507500011473894
Info 381  [18:58:42.131] getCompletionData: Get previous token: 0.12124599982053041
Info 382  [18:58:42.132] getCompletionsAtPosition: isCompletionListBlocker: 0.05182300042361021
Info 383  [18:58:42.136] getExportInfoMap: cache hit
Info 384  [18:58:42.142] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 385  [18:58:42.142] collectAutoImports: response is complete
Info 386  [18:58:42.142] collectAutoImports: 5.455583999864757
Info 387  [18:58:42.143] getCompletionData: Semantic work: 10.29725500009954
Info 388  [18:58:42.151] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.257724000141025
Info 389  [18:58:42.155] getCompletionData: Get current token: 0.012571999803185463
Info 390  [18:58:42.156] getCompletionData: Is inside comment: 0.06711799930781126
Info 391  [18:58:42.156] getCompletionData: Get previous token: 0.06502299942076206
Info 392  [18:58:42.156] getCompletionsAtPosition: isCompletionListBlocker: 0.061180999502539635
Info 393  [18:58:42.161] getExportInfoMap: cache hit
Info 394  [18:58:42.166] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 395  [18:58:42.166] collectAutoImports: response is complete
Info 396  [18:58:42.167] collectAutoImports: 4.632423999719322
Info 397  [18:58:42.167] getCompletionData: Semantic work: 9.914381000213325
Info 398  [18:58:42.175] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.146464000456035
Info 399  [18:58:42.488] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 400  [18:58:42.518] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 69 structureChanged: false structureIsReused:: Completely Elapsed: 29.852164999581873ms
Info 401  [18:58:42.519] Different program with same set of files
Info 402  [18:58:42.520] getCompletionData: Get current token: 0.01655299961566925
Info 403  [18:58:42.520] getCompletionData: Is inside comment: 0.04483800008893013
Info 404  [18:58:42.520] getCompletionData: Get previous token: 0.04658500012010336
Info 405  [18:58:42.521] getCompletionsAtPosition: isCompletionListBlocker: 0.007124000228941441
Info 406  [18:58:42.550] getCompletionData: Semantic work: 29.331352000124753
Info 407  [18:58:42.550] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.05615299940109253
Info 408  [18:58:43.799] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 409  [18:58:43.829] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 70 structureChanged: false structureIsReused:: Completely Elapsed: 29.761373000219464ms
Info 410  [18:58:43.830] Different program with same set of files
Info 411  [18:58:44.149] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 412  [18:58:44.183] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 71 structureChanged: false structureIsReused:: Completely Elapsed: 33.45581899955869ms
Info 413  [18:58:44.183] Different program with same set of files
Info 414  [18:58:44.962] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 415  [18:58:44.995] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 72 structureChanged: false structureIsReused:: Completely Elapsed: 32.5933379996568ms
Info 416  [18:58:44.995] Different program with same set of files
Info 417  [18:58:44.996] getCompletionData: Get current token: 0.016553000546991825
Info 418  [18:58:44.996] getCompletionData: Is inside comment: 0.0524509996175766
Info 419  [18:58:44.996] getCompletionData: Get previous token: 0.07396299950778484
Info 420  [18:58:44.996] getCompletionsAtPosition: isCompletionListBlocker: 0.02199999988079071
Info 421  [18:58:45.000] getExportInfoMap: cache hit
Info 422  [18:58:45.007] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 18 from cache
Info 423  [18:58:45.008] collectAutoImports: response is complete
Info 424  [18:58:45.008] collectAutoImports: 7.87485000025481
Info 425  [18:58:45.008] getCompletionData: Semantic work: 11.52354700025171
Info 426  [18:58:45.016] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.708136999979615
Info 427  [18:58:48.121] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 428  [18:58:48.152] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 73 structureChanged: false structureIsReused:: Completely Elapsed: 30.23708000034094ms
Info 429  [18:58:48.153] Different program with same set of files
Info 430  [18:58:50.035] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 431  [18:58:50.064] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 74 structureChanged: false structureIsReused:: Completely Elapsed: 28.537612000480294ms
Info 432  [18:58:50.065] Different program with same set of files
Info 433  [18:58:50.471] Format host information updated
Info 434  [18:58:50.472] Format host information updated
Info 435  [18:58:50.473] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 436  [18:58:50.503] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 75 structureChanged: false structureIsReused:: Completely Elapsed: 29.508768999949098ms
Info 437  [18:58:50.503] Different program with same set of files
Info 438  [18:58:50.504] getCompletionData: Get current token: 0.03764500003308058
Info 439  [18:58:50.505] getCompletionData: Is inside comment: 0.03764500003308058
Info 440  [18:58:50.505] getCompletionData: Get previous token: 0.14967200066894293
Info 441  [18:58:50.505] getCompletionsAtPosition: isCompletionListBlocker: 0.020603000186383724
Info 442  [18:58:50.509] getCompletionData: Semantic work: 3.658547000028193
Info 443  [18:58:50.516] getCompletionData: Get current token: 0.019485999830067158
Info 444  [18:58:50.517] getCompletionData: Is inside comment: 0.013829000294208527
Info 445  [18:58:50.517] getCompletionData: Get previous token: 0.06669900007545948
Info 446  [18:58:50.517] getCompletionsAtPosition: isCompletionListBlocker: 0.02018400002270937
Info 447  [18:58:50.520] getCompletionData: Semantic work: 3.3126179995015264
Info 448  [18:58:51.167] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 449  [18:58:51.196] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 76 structureChanged: false structureIsReused:: Completely Elapsed: 28.91490299999714ms
Info 450  [18:58:51.196] Different program with same set of files
Info 451  [18:58:51.197] getCompletionData: Get current token: 0.01634300034493208
Info 452  [18:58:51.197] getCompletionData: Is inside comment: 0.0266100000590086
Info 453  [18:58:51.197] getCompletionData: Get previous token: 0.023396999575197697
Info 454  [18:58:51.197] getCompletionsAtPosition: isCompletionListBlocker: 0.005377999506890774
Info 455  [18:58:51.198] getCompletionData: Semantic work: 0.660848000086844
Info 456  [18:58:51.199] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.5560839995741844
Info 457  [18:58:51.243] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 458  [18:58:51.274] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 77 structureChanged: false structureIsReused:: Completely Elapsed: 30.543902999721467ms
Info 459  [18:58:51.275] Different program with same set of files
Info 460  [18:58:51.727] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 461  [18:58:51.755] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 78 structureChanged: false structureIsReused:: Completely Elapsed: 27.387663000263274ms
Info 462  [18:58:51.755] Different program with same set of files
Info 463  [18:58:53.067] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 464  [18:58:53.097] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 79 structureChanged: false structureIsReused:: Completely Elapsed: 29.44207699969411ms
Info 465  [18:58:53.097] Different program with same set of files
Info 466  [18:58:54.853] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 467  [18:58:54.882] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 80 structureChanged: false structureIsReused:: Completely Elapsed: 29.03301199991256ms
Info 468  [18:58:54.883] Different program with same set of files
Info 469  [18:59:01.133] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 470  [18:59:01.166] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 81 structureChanged: false structureIsReused:: Completely Elapsed: 32.87386400066316ms
Info 471  [18:59:01.167] Different program with same set of files
Info 472  [18:59:02.498] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 473  [18:59:02.530] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 82 structureChanged: false structureIsReused:: Completely Elapsed: 31.159796999767423ms
Info 474  [18:59:02.530] Different program with same set of files
Info 475  [18:59:03.100] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 476  [18:59:03.135] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 83 structureChanged: false structureIsReused:: Completely Elapsed: 34.123138999566436ms
Info 477  [18:59:03.135] Different program with same set of files
Info 478  [18:59:03.346] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 479  [18:59:03.374] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 84 structureChanged: false structureIsReused:: Completely Elapsed: 27.92854500003159ms
Info 480  [18:59:03.374] Different program with same set of files
Info 481  [18:59:03.463] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 482  [18:59:03.544] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 85 structureChanged: false structureIsReused:: Completely Elapsed: 81.37286099977791ms
Info 483  [18:59:03.545] Different program with same set of files
Info 484  [18:59:03.610] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 485  [18:59:03.638] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 86 structureChanged: false structureIsReused:: Completely Elapsed: 27.763716000132263ms
Info 486  [18:59:03.638] Different program with same set of files
Info 487  [18:59:03.759] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 488  [18:59:03.786] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 87 structureChanged: false structureIsReused:: Completely Elapsed: 26.686887999996543ms
Info 489  [18:59:03.786] Different program with same set of files
Info 490  [18:59:03.919] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 491  [18:59:03.946] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 88 structureChanged: false structureIsReused:: Completely Elapsed: 26.515704000368714ms
Info 492  [18:59:03.946] Different program with same set of files
Info 493  [18:59:04.058] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 494  [18:59:04.086] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 89 structureChanged: false structureIsReused:: Completely Elapsed: 26.994056000374258ms
Info 495  [18:59:04.086] Different program with same set of files
Info 496  [18:59:10.974] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 497  [18:59:11.010] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 90 structureChanged: false structureIsReused:: Completely Elapsed: 35.44575900025666ms
Info 498  [18:59:11.010] Different program with same set of files
Info 499  [18:59:11.544] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 500  [18:59:11.573] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 91 structureChanged: false structureIsReused:: Completely Elapsed: 28.632570000365376ms
Info 501  [18:59:11.573] Different program with same set of files
Info 502  [18:59:28.176] DirectoryWatcher:: Triggered with /usr/lib/node_modules/typescript :: WatchInfo: /usr/lib/node_modules 1 undefined WatchType: node_modules for closed script infos and package.jsons affecting module specifier cache
Info 503  [18:59:28.195] Elapsed:: 19.02968499995768ms DirectoryWatcher:: Triggered with /usr/lib/node_modules/typescript :: WatchInfo: /usr/lib/node_modules 1 undefined WatchType: node_modules for closed script infos and package.jsons affecting module specifier cache
Err 504   [18:59:28.213] Exception on executing command unknown:

    Debug Failure.

    Error: Debug Failure.
        at Object.close (/usr/lib/node_modules/typescript/lib/tsserver.js:6368:53)
        at removeChildWatches (/usr/lib/node_modules/typescript/lib/tsserver.js:6484:30)
        at nonSyncUpdateChildWatches (/usr/lib/node_modules/typescript/lib/tsserver.js:6428:13)
        at /usr/lib/node_modules/typescript/lib/tsserver.js:6352:29
        at /usr/lib/node_modules/typescript/lib/tsserver.js:6564:21
        at invokeCallbackAndUpdateWatcher (/usr/lib/node_modules/typescript/lib/tsserver.js:7064:21)
        at FSWatcher.callbackChangingToMissingFileSystemEntry (/usr/lib/node_modules/typescript/lib/tsserver.js:7115:25)
        at FSWatcher.emit (node:events:537:28)
        at FSWatcher._handle.onchange (node:internal/fs/watchers:212:12)
Info 505  [18:59:28.446] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 506  [18:59:28.509] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 92 structureChanged: true structureIsReused:: Not Elapsed: 63.07950899936259ms
Info 507  [18:59:28.509] Project '/dev/null/inferredProject1*' (Inferred)
Info 508  [18:59:28.509] 	Files (114)

Info 509  [18:59:28.509] -----------------------------------------------
Info 510  [18:59:28.509] Project '/dev/null/autoImportProviderProject1*' (AutoImportProvider)
Info 511  [18:59:28.509] 	Files (392)

Info 512  [18:59:28.510] -----------------------------------------------
Info 513  [18:59:30.696] Before ensureProjectForOpenFiles:
Info 514  [18:59:30.697] After ensureProjectForOpenFiles:
Info 515  [18:59:30.697] got projects updated in background, updating diagnostics for /home/boss/Documents/Coding/TigersBackend/index.js
Info 516  [19:12:17.784] FileWatcher:: Triggered with /home/boss/Documents/Coding/TigersBackend/package.json 1:: WatchInfo: /home/boss/Documents/Coding/TigersBackend/package.json 250 undefined WatchType: package.json file
Info 517  [19:12:17.785] Elapsed:: 1.2772789988666773ms FileWatcher:: Triggered with /home/boss/Documents/Coding/TigersBackend/package.json 1:: WatchInfo: /home/boss/Documents/Coding/TigersBackend/package.json 250 undefined WatchType: package.json file
